"Date","Status","Home","Score","","Away","Attd"
"12/2/2024","FT","Crystal Palace","1","3","Chelsea","25,110"
"","","Lerma (30')","","","Gallagher (47', 90+1'), Fernandez (90+4')",""
"17/2/2024","FT","Brentford","1","4","Liverpool","17,193"
"","","Toney (75')","","","Nuñez (35'), Mac Allister (55'), Salah (68'), Gakpo (86')",""
"17/2/2024","FT","Burnley","0","5","Arsenal","21,311"
"","","","","","Ødegaard (4'), Saka (39' pen, 47'), Trossard (66'), Havertz (78')",""
"17/2/2024","FT","Fulham","1","2","Aston Villa","24,401"
"","","Muniz (64')","","","Watkins (23', 56')",""
"17/2/2024","FT","Manchester City","1","1","Chelsea","53,509"
"","","Rodri (83')","","","Sterling (42')",""
"17/2/2024","FT","Newcastle United","2","2","AFC Bournemouth","52,224"
"","","Gordon (57' pen), Ritchie (90+2')","","","Solanke (51'), Semenyo (69')",""
"17/2/2024","FT","Nottingham Forest","2","0","West Ham United","29,490"
"","","Awoniyi (45+5')","","","",""
"17/2/2024","FT","Tottenham Hotspur","1","2","Wolverhampton Wanderers","61,532"
"","","Kulusevski (46')","","","Gomes (43', 63')",""
"18/2/2024","FT","Luton Town","1","2","Manchester United","11,483"
"","","Morris (14')","","","Winther Højlund (1', 7')",""
"18/2/2024","FT","Sheffield United","0","5","Brighton & Hove Albion","29,522"
"","","","","","Buonanotte (21'), Welbeck (25'), Robinson (75' og), Adingra (78', 86')",""
"19/2/2024","FT","Everton","1","1","Crystal Palace","38,164"
"","","Onana (84')","","","Ayew (66')",""
"20/2/2024","FT","Manchester City","1","0","Brentford","52,247"
"","","Braut Haaland (71')","","","",""
"21/2/2024","FT","Liverpool","4","1","Luton Town","59,896"
"","","van Dijk (57'), Gakpo (59'), Diaz (71'), Elliott (90')","","","Ogbene (13')",""
"24/2/2024","FT","AFC Bournemouth","0","1","Manchester City","11,184"
"","","","","","Foden (24')",""
"24/2/2024","FT","Arsenal","4","1","Newcastle United","60,298"
"","","Gabriel (18'), Havertz (24'), Saka (65'), Kiwior (70')","","","Willock (84')",""
"24/2/2024","FT","Aston Villa","4","2","Nottingham Forest","42,422"
"","","Watkins (4'), Luiz (29', 39'), Bailey (61')","","","Niakhate (45+5'), Gibbs-White (48')",""
"24/2/2024","FT","Brighton & Hove Albion","1","1","Everton","31,646"
"","","Dunk (90+6')","","","Branthwaite (74')",""
"24/2/2024","FT","Crystal Palace","3","0","Burnley","24,042"
"","","Richards (68'), Ayew (72'), Mateta (77' pen)","","","",""
"24/2/2024","FT","Manchester United","1","2","Fulham","73,487"
"","","Maguire (89')","","","Bassey (65'), Iwobi (90+7')",""
"25/2/2024","FT","Wolverhampton Wanderers","1","0","Sheffield United","30,789"
"","","Sarabia (30')","","","",""
"26/2/2024","FT","West Ham United","4","2","Brentford","62,450"
"","","Bowen (5', 7', 63'), Palmieri (69')","","","Maupay (13'), Wissa (82')",""
